age,sleep_hours,screen_time_hours,water_intake,exercise_frequency,work_study_hours,break_frequency,multitasking,stress_level,social_time_hours,relationship_quality,hobbies,mental_wellbeing_score,data_source
19,3,6,1,I do not exercise at all,4,Rarely,Yes,4,3,Good,Yes,4,Synthetic
22,1,7,2,I exercise almost every day,5,Often,Yes,5,3,Good,Yes,1,Synthetic
19,4,6,3,I exercise almost every day,2,Sometimes,Yes,4,1,Average,Yes,2,Synthetic
19,3,6,3,I exercise almost every day,2,Sometimes,Yes,4,2,Average,Yes,2,Synthetic
34,4,8,3,I do not exercise at all,8,Often,Yes,5,3,Average,No,2,Synthetic
22,4,8,4,I exercise 1 to 2 days a week,0,Often,Yes,4,3,Poor,No,3,Synthetic
36,5,6,2,I do not exercise at all,0,Rarely,No,4,1,Average,No,1,Synthetic
30,4,8,4,I exercise 3 to 5 days a week,4,Sometimes,No,4,1,Average,Yes,4,Synthetic
34,4,6,3,I do not exercise at all,8,Often,Yes,4,1,Average,No,2,Synthetic
21,5,6,2,I do not exercise at all,0,Often,No,4,1,Excellent,No,2,Synthetic
30,4,7,4,I exercise 3 to 5 days a week,4,Sometimes,No,4,2,Average,Yes,1,Synthetic
36,4,6,2,I do not exercise at all,0,Rarely,No,4,1,Average,No,4,Synthetic
60,5,6,2,I do not exercise at all,2,Often,No,4,2,Average,Yes,4,Synthetic
20,4,8,3,I exercise almost every day,0,Rarely,Yes,5,1,Poor,Yes,2,Synthetic
20,3,6,3,I exercise 1 to 2 days a week,3,Sometimes,No,5,2,Average,Yes,1,Synthetic
19,5,6,1,I do not exercise at all,4,Rarely,Yes,4,2,Good,Yes,2,Synthetic
34,5,8,3,I do not exercise at all,8,Often,Yes,4,3,Average,No,3,Synthetic
34,4,8,3,I do not exercise at all,8,Often,Yes,4,1,Average,No,3,Synthetic
19,3,7,2,I do not exercise at all,4,Sometimes,No,4,2,Poor,No,4,Synthetic
20,5,7,3,I exercise 1 to 2 days a week,3,Sometimes,No,4,2,Average,Yes,1,Synthetic
33,3,6,3,I exercise almost every day,8,Rarely,Yes,4,3,Average,No,2,Synthetic
19,5,6,1,I do not exercise at all,0,Often,No,5,3,Excellent,No,4,Synthetic
36,1,7,2,I do not exercise at all,0,Rarely,No,4,3,Average,No,1,Synthetic
21,5,8,5,I exercise 3 to 5 days a week,6,Rarely,Yes,4,1,Average,Yes,3,Synthetic
34,3,6,3,I do not exercise at all,8,Often,Yes,4,3,Average,No,1,Synthetic
36,1,6,2,I do not exercise at all,0,Rarely,No,4,1,Average,No,1,Synthetic
60,3,8,2,I do not exercise at all,2,Often,No,4,3,Average,Yes,1,Synthetic
19,1,7,1,I do not exercise at all,4,Rarely,Yes,5,1,Good,Yes,2,Synthetic
22,3,7,4,I exercise 1 to 2 days a week,0,Often,Yes,5,3,Poor,No,4,Synthetic
21,4,7,2,I do not exercise at all,5,Sometimes,Yes,5,2,Good,Yes,4,Synthetic
23,3,8,3,I exercise 1 to 2 days a week,1,Sometimes,Yes,4,2,Good,Yes,4,Synthetic
36,3,7,2,I do not exercise at all,0,Rarely,No,5,3,Average,No,2,Synthetic
22,1,6,4,I exercise 1 to 2 days a week,0,Often,Yes,5,3,Poor,No,4,Synthetic
36,4,8,2,I do not exercise at all,0,Rarely,No,4,1,Average,No,3,Synthetic
30,4,6,4,I exercise 3 to 5 days a week,4,Sometimes,No,4,2,Average,Yes,4,Synthetic
21,5,8,3,I exercise 1 to 2 days a week,4,Rarely,No,4,2,Average,Yes,1,Synthetic
22,3,7,2,I exercise almost every day,5,Often,Yes,5,2,Good,Yes,4,Synthetic
34,1,8,3,I do not exercise at all,8,Often,Yes,4,3,Average,No,3,Synthetic
19,1,6,2,I do not exercise at all,4,Sometimes,No,4,1,Poor,No,3,Synthetic
33,1,8,3,I exercise almost every day,8,Rarely,Yes,5,2,Average,No,1,Synthetic
21,1,6,5,I exercise 3 to 5 days a week,6,Rarely,Yes,4,1,Average,Yes,4,Synthetic
22,5,7,4,I exercise 1 to 2 days a week,0,Often,Yes,4,3,Poor,No,3,Synthetic
40,3,7,3,I exercise 3 to 5 days a week,8,Sometimes,No,5,2,Average,No,1,Synthetic
36,3,6,2,I do not exercise at all,0,Rarely,No,4,3,Average,No,3,Synthetic
23,4,8,3,I exercise 1 to 2 days a week,1,Sometimes,Yes,5,2,Good,Yes,3,Synthetic
19,4,6,1,I do not exercise at all,0,Often,No,5,1,Excellent,No,1,Synthetic
19,3,8,2,I do not exercise at all,4,Sometimes,No,5,1,Poor,No,3,Synthetic
21,4,8,4,I exercise 3 to 5 days a week,1,Sometimes,Yes,4,3,Average,No,2,Synthetic
23,3,8,2,I do not exercise at all,8,Often,Yes,4,1,Poor,No,4,Synthetic
22,1,8,2,I exercise almost every day,5,Often,Yes,4,1,Good,Yes,1,Synthetic
34,3,7,3,I do not exercise at all,8,Often,Yes,5,2,Average,No,4,Synthetic
21,4,7,4,I exercise 3 to 5 days a week,3,Rarely,Yes,4,3,Average,Yes,1,Synthetic
60,4,7,2,I do not exercise at all,2,Often,No,4,3,Average,Yes,2,Synthetic
19,4,8,1,I do not exercise at all,4,Rarely,Yes,5,3,Good,Yes,3,Synthetic
21,5,8,4,I do not exercise at all,3,Sometimes,Yes,5,2,Average,Yes,1,Synthetic
60,1,7,2,I do not exercise at all,2,Often,No,5,1,Average,Yes,1,Synthetic
20,3,6,3,I exercise almost every day,0,Rarely,Yes,5,3,Poor,Yes,3,Synthetic
32,4,8,4,I exercise 1 to 2 days a week,0,Sometimes,No,5,1,Average,No,4,Synthetic
40,4,6,3,I exercise 3 to 5 days a week,8,Sometimes,No,4,3,Average,No,3,Synthetic
21,4,8,4,I exercise 3 to 5 days a week,1,Sometimes,Yes,5,2,Average,No,1,Synthetic
23,4,6,3,I exercise 1 to 2 days a week,1,Sometimes,Yes,4,2,Good,Yes,2,Synthetic
22,1,7,2,I exercise almost every day,5,Often,Yes,5,2,Good,Yes,1,Synthetic
19,5,8,1,I do not exercise at all,0,Often,No,4,2,Excellent,No,2,Synthetic
21,4,7,2,I do not exercise at all,5,Sometimes,Yes,4,3,Good,Yes,2,Synthetic
21,1,8,4,I exercise 3 to 5 days a week,3,Rarely,Yes,5,3,Average,Yes,3,Synthetic
36,3,7,2,I do not exercise at all,0,Rarely,No,5,1,Average,No,3,Synthetic
21,1,8,5,I exercise 3 to 5 days a week,6,Rarely,Yes,4,2,Average,Yes,2,Synthetic
23,4,7,3,I exercise 1 to 2 days a week,1,Sometimes,Yes,4,3,Good,Yes,1,Synthetic
21,5,6,4,I do not exercise at all,3,Sometimes,Yes,5,2,Average,Yes,3,Synthetic
20,3,7,3,I exercise almost every day,0,Rarely,Yes,4,3,Poor,Yes,1,Synthetic
23,1,6,2,I do not exercise at all,8,Often,Yes,5,3,Poor,No,1,Synthetic
21,1,8,2,I do not exercise at all,0,Often,No,4,1,Excellent,No,4,Synthetic
19,1,8,1,I do not exercise at all,4,Rarely,Yes,5,1,Good,Yes,2,Synthetic
21,3,6,2,I do not exercise at all,0,Often,No,4,1,Excellent,No,1,Synthetic
30,3,7,4,I exercise 3 to 5 days a week,4,Sometimes,No,4,2,Average,Yes,4,Synthetic
19,1,8,2,I do not exercise at all,4,Sometimes,No,4,1,Poor,No,1,Synthetic
19,4,6,1,I do not exercise at all,4,Rarely,Yes,4,2,Good,Yes,3,Synthetic
22,3,8,2,I exercise almost every day,5,Often,Yes,5,3,Good,Yes,1,Synthetic
32,3,6,4,I exercise 1 to 2 days a week,0,Sometimes,No,4,2,Average,No,3,Synthetic
21,1,8,4,I exercise 3 to 5 days a week,3,Rarely,Yes,5,2,Average,Yes,4,Synthetic
22,1,6,4,I exercise 1 to 2 days a week,0,Often,Yes,5,3,Poor,No,3,Synthetic
22,3,7,4,I exercise 1 to 2 days a week,0,Often,Yes,5,2,Poor,No,1,Synthetic
32,5,6,4,I exercise 1 to 2 days a week,0,Sometimes,No,4,2,Average,No,1,Synthetic
60,4,6,2,I do not exercise at all,2,Often,No,5,1,Average,Yes,4,Synthetic
21,3,7,4,I do not exercise at all,3,Sometimes,Yes,5,1,Average,Yes,1,Synthetic
33,4,8,3,I exercise almost every day,8,Rarely,Yes,5,3,Average,No,4,Synthetic
22,1,6,4,I exercise 1 to 2 days a week,0,Often,Yes,4,2,Poor,No,2,Synthetic
21,1,6,2,I do not exercise at all,0,Often,No,4,1,Excellent,No,1,Synthetic
21,5,7,2,I do not exercise at all,0,Often,No,5,3,Excellent,No,1,Synthetic
34,1,7,3,I do not exercise at all,8,Often,Yes,5,1,Average,No,2,Synthetic
21,3,6,4,I exercise 1 to 2 days a week,4,Sometimes,Yes,5,3,Average,Yes,2,Synthetic
21,1,7,4,I exercise 1 to 2 days a week,4,Sometimes,Yes,4,3,Average,Yes,3,Synthetic
21,1,8,4,I exercise 3 to 5 days a week,3,Rarely,Yes,5,2,Average,Yes,1,Synthetic
21,1,6,3,I exercise 1 to 2 days a week,4,Rarely,No,5,1,Average,Yes,4,Synthetic
20,4,8,3,I exercise almost every day,0,Rarely,Yes,4,1,Poor,Yes,2,Synthetic
60,5,7,2,I do not exercise at all,2,Often,No,4,2,Average,Yes,3,Synthetic
19,4,6,1,I do not exercise at all,0,Often,No,5,3,Excellent,No,2,Synthetic
22,1,8,4,I exercise 1 to 2 days a week,0,Often,Yes,4,3,Poor,No,4,Synthetic
21,3,7,3,I exercise 1 to 2 days a week,4,Rarely,No,5,2,Average,Yes,4,Synthetic
20,5,6,3,I exercise 1 to 2 days a week,3,Sometimes,No,5,1,Average,Yes,1,Synthetic
20,1,7,3,I exercise almost every day,0,Rarely,Yes,4,3,Poor,Yes,1,Synthetic
21,3,7,2,I do not exercise at all,5,Sometimes,Yes,5,1,Good,Yes,3,Synthetic
21,4,6,4,I exercise 3 to 5 days a week,1,Sometimes,Yes,4,2,Average,No,4,Synthetic
34,1,8,3,I do not exercise at all,8,Often,Yes,5,2,Average,No,2,Synthetic
20,4,7,3,I exercise 1 to 2 days a week,3,Sometimes,No,4,1,Average,Yes,2,Synthetic
23,5,7,3,I exercise 1 to 2 days a week,1,Sometimes,Yes,4,2,Good,Yes,3,Synthetic
20,4,7,5,I exercise almost every day,8,Often,No,4,2,Excellent,Yes,1,Synthetic
20,3,6,3,I exercise almost every day,0,Rarely,Yes,5,1,Poor,Yes,1,Synthetic
23,3,7,3,I exercise 1 to 2 days a week,1,Sometimes,Yes,5,3,Good,Yes,1,Synthetic
40,1,8,3,I exercise 3 to 5 days a week,8,Sometimes,No,4,3,Average,No,4,Synthetic
21,5,6,4,I do not exercise at all,3,Sometimes,Yes,5,2,Average,Yes,3,Synthetic
30,1,6,4,I exercise 3 to 5 days a week,4,Sometimes,No,4,3,Average,Yes,2,Synthetic
23,4,7,2,I do not exercise at all,8,Often,Yes,5,2,Poor,No,2,Synthetic
22,4,7,2,I exercise almost every day,5,Often,Yes,5,3,Good,Yes,4,Synthetic
21,3,6,3,I exercise 1 to 2 days a week,4,Rarely,No,4,1,Average,Yes,4,Synthetic
20,4,7,3,I exercise 1 to 2 days a week,3,Sometimes,No,4,2,Average,Yes,3,Synthetic
21,1,8,4,I do not exercise at all,3,Sometimes,Yes,5,1,Average,Yes,1,Synthetic
32,5,7,4,I exercise 1 to 2 days a week,0,Sometimes,No,4,3,Average,No,2,Synthetic
20,4,6,3,I exercise 1 to 2 days a week,3,Sometimes,No,5,2,Average,Yes,4,Synthetic
21,3,7,4,I exercise 3 to 5 days a week,3,Rarely,Yes,5,2,Average,Yes,4,Synthetic
60,5,8,2,I do not exercise at all,2,Often,No,4,2,Average,Yes,2,Synthetic
19,5,6,1,I do not exercise at all,0,Often,No,4,1,Excellent,No,2,Synthetic
30,3,7,4,I exercise 3 to 5 days a week,4,Sometimes,No,4,1,Average,Yes,3,Synthetic
22,3,8,2,I exercise almost every day,5,Often,Yes,4,2,Good,Yes,2,Synthetic
34,3,8,3,I do not exercise at all,8,Often,Yes,5,1,Average,No,4,Synthetic
20,3,8,5,I exercise almost every day,8,Often,No,5,3,Excellent,Yes,1,Synthetic
19,3,8,1,I do not exercise at all,4,Rarely,Yes,5,3,Good,Yes,4,Synthetic
40,3,8,3,I exercise 3 to 5 days a week,8,Sometimes,No,5,1,Average,No,2,Synthetic
19,5,7,1,I do not exercise at all,4,Rarely,Yes,4,3,Good,Yes,3,Synthetic
20,1,8,5,I exercise almost every day,8,Often,No,5,1,Excellent,Yes,4,Synthetic
21,3,8,2,I do not exercise at all,5,Sometimes,Yes,5,3,Good,Yes,3,Synthetic
19,5,6,1,I do not exercise at all,0,Often,No,5,2,Excellent,No,1,Synthetic
21,4,6,5,I exercise 3 to 5 days a week,6,Rarely,Yes,5,3,Average,Yes,1,Synthetic
21,1,6,4,I exercise 3 to 5 days a week,3,Rarely,Yes,4,1,Average,Yes,4,Synthetic
21,3,8,4,I exercise 1 to 2 days a week,4,Sometimes,Yes,5,2,Average,Yes,4,Synthetic
20,3,6,3,I exercise 1 to 2 days a week,3,Sometimes,No,4,1,Average,Yes,1,Synthetic
21,5,7,2,I do not exercise at all,0,Often,No,4,1,Excellent,No,3,Synthetic
20,3,6,5,I exercise almost every day,8,Often,No,5,3,Excellent,Yes,3,Synthetic
23,4,8,2,I do not exercise at all,8,Often,Yes,5,3,Poor,No,2,Synthetic
21,3,8,3,I exercise 1 to 2 days a week,4,Rarely,No,5,2,Average,Yes,3,Synthetic
21,5,7,2,I do not exercise at all,5,Sometimes,Yes,4,3,Good,Yes,3,Synthetic
36,4,8,2,I do not exercise at all,0,Rarely,No,4,3,Average,No,1,Synthetic
20,3,6,3,I exercise 1 to 2 days a week,3,Sometimes,No,5,2,Average,Yes,3,Synthetic
23,5,8,3,I exercise 1 to 2 days a week,1,Sometimes,Yes,4,1,Good,Yes,2,Synthetic
20,1,6,3,I exercise almost every day,0,Rarely,Yes,4,2,Poor,Yes,4,Synthetic
23,4,8,3,I exercise 1 to 2 days a week,1,Sometimes,Yes,4,2,Good,Yes,4,Synthetic
21,1,6,5,I exercise 3 to 5 days a week,6,Rarely,Yes,4,2,Average,Yes,1,Synthetic
21,5,6,4,I exercise 3 to 5 days a week,3,Rarely,Yes,4,2,Average,Yes,2,Synthetic
21,3,7,4,I do not exercise at all,3,Sometimes,Yes,4,1,Average,Yes,1,Synthetic
23,5,6,3,I exercise 1 to 2 days a week,1,Sometimes,Yes,5,2,Good,Yes,4,Synthetic
22,3,6,4,I exercise 1 to 2 days a week,0,Often,Yes,5,3,Poor,No,2,Synthetic
33,5,6,3,I exercise almost every day,8,Rarely,Yes,4,2,Average,No,2,Synthetic
20,1,8,3,I exercise almost every day,0,Rarely,Yes,5,3,Poor,Yes,3,Synthetic
22,5,8,4,I exercise 1 to 2 days a week,0,Often,Yes,4,3,Poor,No,4,Synthetic
21,5,8,4,I do not exercise at all,3,Sometimes,Yes,4,1,Average,Yes,4,Synthetic
22,3,8,4,I exercise 1 to 2 days a week,0,Often,Yes,5,3,Poor,No,4,Synthetic
33,5,7,3,I exercise almost every day,8,Rarely,Yes,4,1,Average,No,1,Synthetic
20,1,6,5,I exercise almost every day,8,Often,No,5,3,Excellent,Yes,3,Synthetic
19,5,6,1,I do not exercise at all,4,Rarely,Yes,5,1,Good,Yes,3,Synthetic
21,1,7,4,I do not exercise at all,3,Sometimes,Yes,5,3,Average,Yes,1,Synthetic
21,3,6,4,I exercise 3 to 5 days a week,3,Rarely,Yes,4,1,Average,Yes,4,Synthetic
19,5,8,3,I exercise almost every day,2,Sometimes,Yes,5,1,Average,Yes,2,Synthetic
21,4,7,4,I do not exercise at all,3,Sometimes,Yes,5,2,Average,Yes,2,Synthetic
22,1,6,4,I exercise 1 to 2 days a week,0,Often,Yes,4,1,Poor,No,1,Synthetic
23,1,8,2,I do not exercise at all,8,Often,Yes,5,1,Poor,No,3,Synthetic
19,3,7,1,I do not exercise at all,4,Rarely,Yes,5,2,Good,Yes,4,Synthetic
20,1,7,3,I exercise almost every day,0,Rarely,Yes,5,3,Poor,Yes,1,Synthetic
30,3,6,4,I exercise 3 to 5 days a week,4,Sometimes,No,4,3,Average,Yes,1,Synthetic
34,3,8,3,I do not exercise at all,8,Often,Yes,5,1,Average,No,2,Synthetic
21,5,6,4,I exercise 1 to 2 days a week,4,Sometimes,Yes,5,2,Average,Yes,2,Synthetic
21,3,8,4,I exercise 1 to 2 days a week,4,Sometimes,Yes,5,1,Average,Yes,3,Synthetic
19,1,8,3,I exercise almost every day,2,Sometimes,Yes,4,2,Average,Yes,4,Synthetic
22,3,6,2,I exercise almost every day,5,Often,Yes,5,3,Good,Yes,4,Synthetic
33,5,6,3,I exercise almost every day,8,Rarely,Yes,4,1,Average,No,3,Synthetic
19,3,7,1,I do not exercise at all,4,Rarely,Yes,5,1,Good,Yes,3,Synthetic
22,5,6,4,I exercise 1 to 2 days a week,0,Often,Yes,5,3,Poor,No,4,Synthetic
19,4,8,3,I exercise almost every day,2,Sometimes,Yes,5,3,Average,Yes,4,Synthetic
20,5,6,5,I exercise almost every day,8,Often,No,4,3,Excellent,Yes,2,Synthetic
19,4,6,3,I exercise almost every day,2,Sometimes,Yes,4,2,Average,Yes,3,Synthetic
60,5,6,2,I do not exercise at all,2,Often,No,4,2,Average,Yes,1,Synthetic
36,1,8,2,I do not exercise at all,0,Rarely,No,4,3,Average,No,3,Synthetic
19,3,8,1,I do not exercise at all,0,Often,No,5,2,Excellent,No,3,Synthetic
22,5,7,2,I exercise almost every day,5,Often,Yes,4,1,Good,Yes,1,Synthetic
36,1,8,2,I do not exercise at all,0,Rarely,No,4,2,Average,No,2,Synthetic
22,5,6,2,I exercise almost every day,5,Often,Yes,4,3,Good,Yes,2,Synthetic
19,1,8,1,I do not exercise at all,0,Often,No,4,1,Excellent,No,2,Synthetic
22,1,8,4,I exercise 1 to 2 days a week,0,Often,Yes,5,3,Poor,No,1,Synthetic
20,4,6,3,I exercise almost every day,0,Rarely,Yes,5,1,Poor,Yes,4,Synthetic
34,5,6,3,I do not exercise at all,8,Often,Yes,5,2,Average,No,4,Synthetic
21,4,7,3,I exercise 1 to 2 days a week,4,Rarely,No,5,1,Average,Yes,4,Synthetic
21,4,8,4,I exercise 1 to 2 days a week,4,Sometimes,Yes,4,2,Average,Yes,3,Synthetic
36,4,8,2,I do not exercise at all,0,Rarely,No,4,1,Average,No,1,Synthetic
21,5,8,2,I do not exercise at all,5,Sometimes,Yes,4,2,Good,Yes,4,Synthetic
21,3,8,5,I exercise 3 to 5 days a week,6,Rarely,Yes,5,3,Average,Yes,3,Synthetic
21,1,6,4,I do not exercise at all,3,Sometimes,Yes,5,3,Average,Yes,3,Synthetic
19,5,8,3,I exercise almost every day,2,Sometimes,Yes,4,1,Average,Yes,4,Synthetic
60,1,6,2,I do not exercise at all,2,Often,No,4,2,Average,Yes,1,Synthetic
22,4,7,2,I exercise almost every day,5,Often,Yes,5,3,Good,Yes,3,Synthetic
32,1,6,4,I exercise 1 to 2 days a week,0,Sometimes,No,4,3,Average,No,3,Synthetic
36,5,6,2,I do not exercise at all,0,Rarely,No,4,3,Average,No,2,Synthetic
40,5,6,3,I exercise 3 to 5 days a week,8,Sometimes,No,5,1,Average,No,4,Synthetic
19,3,7,3,I exercise almost every day,2,Sometimes,Yes,4,1,Average,Yes,3,Synthetic
20,1,7,3,I exercise almost every day,0,Rarely,Yes,5,3,Poor,Yes,2,Synthetic
21,4,7,2,I do not exercise at all,5,Sometimes,Yes,4,3,Good,Yes,2,Synthetic
21,4,6,2,I do not exercise at all,5,Sometimes,Yes,4,1,Good,Yes,2,Synthetic
60,1,8,2,I do not exercise at all,2,Often,No,4,2,Average,Yes,3,Synthetic
34,3,8,3,I do not exercise at all,8,Often,Yes,4,1,Average,No,3,Synthetic
22,1,6,4,I exercise 1 to 2 days a week,0,Often,Yes,5,3,Poor,No,2,Synthetic
21,1,6,5,I exercise 3 to 5 days a week,6,Rarely,Yes,4,2,Average,Yes,4,Synthetic
21,3,8,2,I do not exercise at all,0,Often,No,5,3,Excellent,No,4,Synthetic
36,4,8,2,I do not exercise at all,0,Rarely,No,4,1,Average,No,3,Synthetic
32,1,8,4,I exercise 1 to 2 days a week,0,Sometimes,No,4,2,Average,No,2,Synthetic
23,5,6,2,I do not exercise at all,8,Often,Yes,5,3,Poor,No,2,Synthetic
21,4,8,4,I exercise 3 to 5 days a week,1,Sometimes,Yes,4,3,Average,No,3,Synthetic
20,5,7,3,I exercise 1 to 2 days a week,3,Sometimes,No,4,3,Average,Yes,1,Synthetic
34,4,6,3,I do not exercise at all,8,Often,Yes,4,3,Average,No,4,Synthetic
40,5,7,3,I exercise 3 to 5 days a week,8,Sometimes,No,5,2,Average,No,4,Synthetic
32,4,7,4,I exercise 1 to 2 days a week,0,Sometimes,No,5,2,Average,No,4,Synthetic
36,4,7,2,I do not exercise at all,0,Rarely,No,5,2,Average,No,4,Synthetic
34,1,6,3,I do not exercise at all,8,Often,Yes,4,2,Average,No,3,Synthetic
19,1,6,1,I do not exercise at all,0,Often,No,5,3,Excellent,No,3,Synthetic
21,5,7,2,I do not exercise at all,0,Often,No,4,3,Excellent,No,2,Synthetic
22,1,7,4,I exercise 1 to 2 days a week,0,Often,Yes,5,3,Poor,No,3,Synthetic
19,4,8,2,I do not exercise at all,4,Sometimes,No,4,2,Poor,No,4,Synthetic
23,4,6,3,I exercise 1 to 2 days a week,1,Sometimes,Yes,5,2,Good,Yes,1,Synthetic
36,3,7,2,I do not exercise at all,0,Rarely,No,4,1,Average,No,2,Synthetic
36,1,8,2,I do not exercise at all,0,Rarely,No,5,3,Average,No,2,Synthetic
20,4,7,5,I exercise almost every day,8,Often,No,4,1,Excellent,Yes,3,Synthetic
21,3,6,3,I exercise 1 to 2 days a week,4,Rarely,No,5,1,Average,Yes,4,Synthetic
22,3,6,2,I exercise almost every day,5,Often,Yes,4,2,Good,Yes,3,Synthetic
23,1,6,3,I exercise 1 to 2 days a week,1,Sometimes,Yes,4,3,Good,Yes,3,Synthetic
21,5,6,4,I do not exercise at all,3,Sometimes,Yes,5,1,Average,Yes,4,Synthetic
20,5,7,3,I exercise 1 to 2 days a week,3,Sometimes,No,4,3,Average,Yes,2,Synthetic
21,4,8,2,I do not exercise at all,0,Often,No,5,3,Excellent,No,2,Synthetic
22,3,8,4,I exercise 1 to 2 days a week,0,Often,Yes,4,1,Poor,No,4,Synthetic
21,3,8,2,I do not exercise at all,0,Often,No,4,2,Excellent,No,4,Synthetic
23,4,7,2,I do not exercise at all,8,Often,Yes,4,2,Poor,No,2,Synthetic
36,4,8,2,I do not exercise at all,0,Rarely,No,5,3,Average,No,2,Synthetic
19,4,7,3,I exercise almost every day,2,Sometimes,Yes,5,1,Average,Yes,1,Synthetic
21,4,8,4,I exercise 3 to 5 days a week,1,Sometimes,Yes,4,3,Average,No,3,Synthetic
40,3,7,3,I exercise 3 to 5 days a week,8,Sometimes,No,5,1,Average,No,1,Synthetic
21,5,8,4,I exercise 3 to 5 days a week,3,Rarely,Yes,5,3,Average,Yes,2,Synthetic
21,4,6,4,I exercise 1 to 2 days a week,4,Sometimes,Yes,4,2,Average,Yes,3,Synthetic
21,1,8,2,I do not exercise at all,5,Sometimes,Yes,4,2,Good,Yes,2,Synthetic
21,1,6,4,I exercise 3 to 5 days a week,3,Rarely,Yes,5,2,Average,Yes,1,Synthetic
36,3,6,2,I do not exercise at all,0,Rarely,No,4,1,Average,No,1,Synthetic
21,3,7,2,I do not exercise at all,0,Often,No,4,3,Excellent,No,3,Synthetic
21,1,7,4,I exercise 3 to 5 days a week,3,Rarely,Yes,4,2,Average,Yes,1,Synthetic
34,4,7,3,I do not exercise at all,8,Often,Yes,4,2,Average,No,4,Synthetic
21,5,7,2,I do not exercise at all,0,Often,No,5,2,Excellent,No,3,Synthetic
21,3,7,2,I do not exercise at all,5,Sometimes,Yes,4,1,Good,Yes,2,Synthetic
20,1,6,3,I exercise almost every day,0,Rarely,Yes,5,3,Poor,Yes,4,Synthetic
21,5,6,4,I exercise 3 to 5 days a week,3,Rarely,Yes,4,1,Average,Yes,1,Synthetic
19,4,6,3,I exercise almost every day,2,Sometimes,Yes,4,1,Average,Yes,1,Synthetic
21,3,7,4,I exercise 3 to 5 days a week,1,Sometimes,Yes,5,1,Average,No,3,Synthetic
23,5,6,3,I exercise 1 to 2 days a week,1,Sometimes,Yes,4,1,Good,Yes,3,Synthetic
20,4,6,3,I exercise 1 to 2 days a week,3,Sometimes,No,5,1,Average,Yes,4,Synthetic
33,5,7,3,I exercise almost every day,8,Rarely,Yes,5,1,Average,No,2,Synthetic
19,4,8,1,I do not exercise at all,0,Often,No,5,2,Excellent,No,2,Synthetic
21,3,7,4,I exercise 3 to 5 days a week,1,Sometimes,Yes,5,3,Average,No,2,Synthetic
33,4,6,3,I exercise almost every day,8,Rarely,Yes,4,2,Average,No,1,Synthetic
19,4,7,3,I exercise almost every day,2,Sometimes,Yes,4,2,Average,Yes,3,Synthetic
21,5,7,2,I do not exercise at all,5,Sometimes,Yes,4,2,Good,Yes,3,Synthetic
30,3,8,4,I exercise 3 to 5 days a week,4,Sometimes,No,4,3,Average,Yes,2,Synthetic
20,5,6,3,I exercise almost every day,0,Rarely,Yes,5,1,Poor,Yes,2,Synthetic
32,3,6,4,I exercise 1 to 2 days a week,0,Sometimes,No,4,3,Average,No,2,Synthetic
22,4,6,2,I exercise almost every day,5,Often,Yes,4,2,Good,Yes,1,Synthetic
30,5,8,4,I exercise 3 to 5 days a week,4,Sometimes,No,5,3,Average,Yes,2,Synthetic
20,3,7,3,I exercise 1 to 2 days a week,3,Sometimes,No,5,1,Average,Yes,1,Synthetic
33,3,7,3,I exercise almost every day,8,Rarely,Yes,4,3,Average,No,2,Synthetic
60,3,7,2,I do not exercise at all,2,Often,No,5,3,Average,Yes,2,Synthetic
60,4,7,2,I do not exercise at all,2,Often,No,5,2,Average,Yes,2,Synthetic
21,5,7,4,I exercise 3 to 5 days a week,3,Rarely,Yes,4,2,Average,Yes,3,Synthetic
21,4,8,2,I do not exercise at all,5,Sometimes,Yes,4,2,Good,Yes,2,Synthetic
21,5,7,3,I exercise 1 to 2 days a week,4,Rarely,No,5,1,Average,Yes,3,Synthetic
21,5,7,5,I exercise 3 to 5 days a week,6,Rarely,Yes,4,2,Average,Yes,1,Synthetic
19,3,7,1,I do not exercise at all,0,Often,No,4,2,Excellent,No,2,Synthetic
40,3,8,3,I exercise 3 to 5 days a week,8,Sometimes,No,5,2,Average,No,3,Synthetic
60,3,6,2,I do not exercise at all,2,Often,No,5,2,Average,Yes,4,Synthetic
21,5,8,5,I exercise 3 to 5 days a week,6,Rarely,Yes,5,1,Average,Yes,3,Synthetic
21,3,7,5,I exercise 3 to 5 days a week,6,Rarely,Yes,5,2,Average,Yes,2,Synthetic
19,3,8,3,I exercise almost every day,2,Sometimes,Yes,4,2,Average,Yes,4,Synthetic
21,5,6,5,I exercise 3 to 5 days a week,6,Rarely,Yes,5,1,Average,Yes,4,Synthetic
33,1,6,3,I exercise almost every day,8,Rarely,Yes,5,1,Average,No,1,Synthetic
21,5,6,5,I exercise 3 to 5 days a week,6,Rarely,Yes,4,3,Average,Yes,1,Synthetic
20,3,8,3,I exercise almost every day,0,Rarely,Yes,5,1,Poor,Yes,1,Synthetic
19,5,7,2,I do not exercise at all,4,Sometimes,No,4,1,Poor,No,4,Synthetic
